gene_id	gene_name	gene_type	bp_length
ENSG00000249715.10	FER1L5	protein_coding	10444
ENSG00000114988.11	LMAN2L	protein_coding	2709
ENSG00000158158.11	CNNM4	protein_coding	5105
ENSG00000168763.15	CNNM3	protein_coding	4416
ENSG00000163126.14	ANKRD23	protein_coding	4116
ENSG00000213337.8	ANKRD39	protein_coding	5330
ENSG00000168758.10	SEMA4C	protein_coding	6157
ENSG00000168754.14	FAM178B	protein_coding	3545
ENSG00000144199.11	FAHD2B	protein_coding	2662
ENSG00000135976.17	ANKRD36	protein_coding	9778
ENSG00000196912.12	ANKRD36B	protein_coding	6771
ENSG00000135940.6	COX5B	protein_coding	1441
ENSG00000115073.7	ACTR1B	protein_coding	2892
ENSG00000228486.10	LINC01125	protein_coding	6501
ENSG00000115085.13	ZAP70	protein_coding	5111
ENSG00000075568.16	TMEM131	protein_coding	12985
ENSG00000168658.18	VWA3B	protein_coding	8307
ENSG00000144191.11	CNGA3	protein_coding	4378
ENSG00000040933.15	INPP4A	protein_coding	13187
ENSG00000183513.8	COA5	protein_coding	2760
ENSG00000115446.11	UNC50	protein_coding	2230
ENSG00000071073.12	MGAT4A	protein_coding	9630
ENSG00000196872.11	KIAA1211L	protein_coding	4705
ENSG00000273045.5	C2orf15	protein_coding	2098
ENSG00000135951.14	TSGA10	protein_coding	7375
ENSG00000144182.16	LIPT1	protein_coding	2279
ENSG00000158411.11	MITD1	protein_coding	4305
ENSG00000273155.1	RP11-38C17.1	protein_coding	669
ENSG00000185414.19	MRPL30	protein_coding	2898
ENSG00000144214.9	LYG1	protein_coding	1093
ENSG00000241962.9	RP11-111H13.1	protein_coding	1993
ENSG00000115514.11	TXNDC9	protein_coding	2816
ENSG00000158417.10	EIF5B	protein_coding	7883
ENSG00000135945.9	REV1	protein_coding	7769
ENSG00000144218.18	AFF3	protein_coding	12737
ENSG00000170500.12	LONRF2	protein_coding	13933
ENSG00000115526.10	CHST10	protein_coding	4487
ENSG00000115539.13	PDCL3	protein_coding	1831
ENSG00000170485.16	NPAS2	protein_coding	12491
ENSG00000071082.10	RPL31	protein_coding	5791
ENSG00000204634.12	TBC1D8	protein_coding	6030
ENSG00000158435.7	CNOT11	protein_coding	2786
ENSG00000163162.8	RNF149	protein_coding	4836
ENSG00000175874.9	CREG2	protein_coding	7150
ENSG00000196460.12	RFX8	protein_coding	2551
ENSG00000071054.16	MAP4K4	protein_coding	11961
ENSG00000115590.13	IL1R2	protein_coding	3073
ENSG00000115594.11	IL1R1	protein_coding	7083
ENSG00000115598.9	IL1RL2	protein_coding	2644
ENSG00000115602.16	IL1RL1	protein_coding	5746
ENSG00000115604.10	IL18R1	protein_coding	4353
ENSG00000115607.9	IL18RAP	protein_coding	2966
ENSG00000180251.4	SLC9A4	protein_coding	4478
ENSG00000115616.2	SLC9A2	protein_coding	5984
ENSG00000135953.10	MFSD9	protein_coding	4367
ENSG00000170417.15	TMEM182	protein_coding	6071
ENSG00000198914.3	POU3F3	protein_coding	3064
ENSG00000135972.8	MRPS9	protein_coding	1915
ENSG00000135966.12	TGFBRAP1	protein_coding	6005
ENSG00000135974.9	C2orf49	protein_coding	4768
ENSG00000115641.18	FHL2	protein_coding	6626
ENSG00000071051.13	NCK2	protein_coding	2990
ENSG00000119147.9	C2orf40	protein_coding	1741
ENSG00000115652.14	UXS1	protein_coding	7023
ENSG00000153165.18	RGPD3	protein_coding	5818
ENSG00000144057.15	ST6GAL2	protein_coding	7708
ENSG00000196862.9	RGPD4	protein_coding	5464
ENSG00000115665.8	SLC5A7	protein_coding	5168
ENSG00000196228.3	SULT1C3	protein_coding	915
ENSG00000198203.9	SULT1C2	protein_coding	8399
ENSG00000198075.9	SULT1C4	protein_coding	2898
ENSG00000135968.20	GCC2	protein_coding	13282
ENSG00000169756.16	LIMS1	protein_coding	7771
ENSG00000153201.15	RANBP2	protein_coding	12302
ENSG00000163006.11	CCDC138	protein_coding	5796
ENSG00000135960.9	EDAR	protein_coding	4426
ENSG00000172985.10	SH3RF3	protein_coding	5803
ENSG00000186522.14	SEPT10	protein_coding	4131
ENSG00000198142.4	SOWAHC	protein_coding	4657
ENSG00000015568.12	RGPD5	protein_coding	14175
ENSG00000256977.12	LIMS3	protein_coding	2773
ENSG00000284337.1	AC013271.7	protein_coding	4426
ENSG00000144063.3	MALL	protein_coding	3167
ENSG00000144061.12	NPHP1	protein_coding	11763
ENSG00000175701.10	LINC00116	protein_coding	2051
ENSG00000257207.5	AC108938.5	protein_coding	3202
ENSG00000256671.6	LIMS4	protein_coding	2553
ENSG00000183054.11	RGPD6	protein_coding	13309
ENSG00000169679.14	BUB1	protein_coding	6032
ENSG00000153093.18	ACOXL	protein_coding	5747
ENSG00000153094.22	BCL2L11	protein_coding	6658
ENSG00000153107.11	ANAPC1	protein_coding	13327
ENSG00000153208.16	MERTK	protein_coding	4700
ENSG00000153214.9	TMEM87B	protein_coding	5367
ENSG00000144152.12	FBLN7	protein_coding	6578
ENSG00000144161.12	ZC3H8	protein_coding	6600
ENSG00000188177.13	ZC3H6	protein_coding	11803
ENSG00000169629.11	RGPD8	protein_coding	6886
ENSG00000114999.7	TTL	protein_coding	15732
ENSG00000125630.15	POLR1B	protein_coding	6329
ENSG00000125611.15	CHCHD5	protein_coding	3759
ENSG00000144136.10	SLC20A1	protein_coding	5577
ENSG00000144130.11	NT5DC4	protein_coding	4225
ENSG00000169607.12	CKAP2L	protein_coding	5219
ENSG00000115008.5	IL1A	protein_coding	2124
ENSG00000125538.11	IL1B	protein_coding	3096
ENSG00000136688.10	IL36G	protein_coding	1380
ENSG00000136695.14	IL36RN	protein_coding	3299
ENSG00000136689.18	IL1RN	protein_coding	3256
ENSG00000125637.15	PSD4	protein_coding	13442
ENSG00000125618.16	PAX8	protein_coding	7400
ENSG00000136682.14	CBWD2	protein_coding	8396
ENSG00000184492.6	FOXD4L1	protein_coding	2491
ENSG00000144134.18	RABL2A	protein_coding	6008
ENSG00000115084.13	SLC35F5	protein_coding	7445
ENSG00000115091.11	ACTR3	protein_coding	12049
ENSG00000175497.16	DPP10	protein_coding	10005
ENSG00000088205.12	DDX18	protein_coding	7851
ENSG00000125633.10	CCDC93	protein_coding	8065
ENSG00000125629.14	INSIG2	protein_coding	3950
ENSG00000163064.6	EN1	protein_coding	2886
ENSG00000019169.10	MARCO	protein_coding	2079
ENSG00000144119.3	C1QL2	protein_coding	2043
ENSG00000115107.19	STEAP3	protein_coding	4562
ENSG00000186132.14	C2orf76	protein_coding	1548
ENSG00000155368.16	DBI	protein_coding	2509
ENSG00000171227.6	TMEM37	protein_coding	2292
ENSG00000080293.9	SCTR	protein_coding	3426
ENSG00000163075.12	CFAP221	protein_coding	9655
ENSG00000144120.12	TMEM177	protein_coding	2588
ENSG00000088179.8	PTPN4	protein_coding	12486
ENSG00000115109.13	EPB41L5	protein_coding	9281
ENSG00000226479.3	TMEM185B	protein_coding	2131
ENSG00000144118.13	RALB	protein_coding	2915
ENSG00000163083.5	INHBB	protein_coding	3204
ENSG00000074047.21	GLI2	protein_coding	7341
ENSG00000115112.7	TFCP2L1	protein_coding	9372
ENSG00000074054.17	CLASP1	protein_coding	11052
ENSG00000155438.11	NIFK	protein_coding	2447
ENSG00000211460.11	TSN	protein_coding	4407
ENSG00000155052.14	CNTNAP5	protein_coding	5446
ENSG00000136732.14	GYPC	protein_coding	3242
ENSG00000136717.14	BIN1	protein_coding	6929
ENSG00000186684.12	CYP27C1	protein_coding	4491
ENSG00000163161.12	ERCC3	protein_coding	7401
ENSG00000169967.16	MAP3K2	protein_coding	11508
ENSG00000115718.17	PROC	protein_coding	2495
ENSG00000163166.14	IWS1	protein_coding	4150
ENSG00000169994.18	MYO7B	protein_coding	8800
ENSG00000144230.16	GPR17	protein_coding	2671
ENSG00000072163.19	LIMS2	protein_coding	8487
ENSG00000173349.5	SFT2D3	protein_coding	3735
ENSG00000136709.11	WDR33	protein_coding	14580
ENSG00000144231.10	POLR2D	protein_coding	5226
ENSG00000144233.9	AMMECR1L	protein_coding	4761
ENSG00000136715.17	SAP130	protein_coding	4373
ENSG00000136731.12	UGGT1	protein_coding	11349
ENSG00000136720.6	HS6ST1	protein_coding	4683
ENSG00000222014.5	RAB6C	protein_coding	3075
ENSG00000196604.12	POTEF	protein_coding	4209
ENSG00000152076.18	CCDC74B	protein_coding	4487
ENSG00000136699.19	SMPD4	protein_coding	7375
ENSG00000152082.13	MZT2B	protein_coding	1815
ENSG00000152086.8	TUBA3E	protein_coding	1542
ENSG00000136710.9	CCDC115	protein_coding	3782
ENSG00000136718.9	IMP4	protein_coding	3861
ENSG00000072135.12	PTPN18	protein_coding	5774
ENSG00000196834.11	POTEI	protein_coding	7023
ENSG00000152093.7	CFC1B	protein_coding	1669
ENSG00000136698.8	CFC1	protein_coding	1669
ENSG00000222038.3	POTEJ	protein_coding	3383
ENSG00000178171.10	AMER3	protein_coding	6543
ENSG00000136002.18	ARHGEF4	protein_coding	10611
ENSG00000152102.17	FAM168B	protein_coding	5435
ENSG00000188219.14	POTEE	protein_coding	4192
ENSG00000115762.16	PLEKHB2	protein_coding	6728
ENSG00000233087.7	WTH3DI	protein_coding	3032
ENSG00000075886.10	TUBA3D	protein_coding	1598
ENSG00000173272.15	MZT2A	protein_coding	4093
ENSG00000163040.14	CCDC74A	protein_coding	3077
ENSG00000183840.6	GPR39	protein_coding	3387
ENSG00000150551.10	LYPD1	protein_coding	2412
ENSG00000176771.16	NCKAP5	protein_coding	9552
ENSG00000152127.8	MGAT5	protein_coding	8578
ENSG00000152128.13	TMEM163	protein_coding	6804
ENSG00000153086.13	ACMSD	protein_coding	2785
ENSG00000082258.12	CCNT2	protein_coding	9081
ENSG00000176601.12	MAP3K19	protein_coding	6073
ENSG00000115839.17	RAB3GAP1	protein_coding	6629
ENSG00000121988.17	ZRANB3	protein_coding	9115
ENSG00000048991.16	R3HDM1	protein_coding	7898
ENSG00000144224.16	UBXN4	protein_coding	5112
ENSG00000115850.9	LCT	protein_coding	6586
ENSG00000076003.4	MCM6	protein_coding	4118
ENSG00000115866.10	DARS	protein_coding	4014
ENSG00000121966.6	CXCR4	protein_coding	2224
ENSG00000144229.11	THSD7B	protein_coding	6761
ENSG00000150540.13	HNMT	protein_coding	4756
ENSG00000144228.8	SPOPL	protein_coding	6468
ENSG00000144227.4	NXPH2	protein_coding	1052
ENSG00000168702.17	LRP1B	protein_coding	17040
ENSG00000115919.14	KYNU	protein_coding	17600
ENSG00000075884.13	ARHGAP15	protein_coding	6226
ENSG00000121964.14	GTDC1	protein_coding	14162
ENSG00000169554.18	ZEB2	protein_coding	24970
ENSG00000121989.14	ACVR2A	protein_coding	6770
ENSG00000115947.13	ORC4	protein_coding	8915
ENSG00000204406.12	MBD5	protein_coding	24256
ENSG00000135999.11	EPC2	protein_coding	5582
ENSG00000168280.16	KIF5C	protein_coding	9215
ENSG00000150556.16	LYPD6B	protein_coding	3771
ENSG00000187123.14	LYPD6	protein_coding	5033
ENSG00000168288.12	MMADHC	protein_coding	2191
ENSG00000115963.13	RND3	protein_coding	3594
ENSG00000184898.6	RBM43	protein_coding	4717
ENSG00000123609.10	NMI	protein_coding	3480
ENSG00000123610.4	TNFAIP6	protein_coding	1579
ENSG00000080345.17	RIF1	protein_coding	18166
ENSG00000183091.19	NEB	protein_coding	30567
ENSG00000162980.16	ARL5A	protein_coding	6716
ENSG00000283228.1	CTD-2021K4.1	protein_coding	3287
ENSG00000182389.19	CACNB4	protein_coding	36268
ENSG00000115145.9	STAM2	protein_coding	7005
ENSG00000157827.19	FMNL2	protein_coding	6519
ENSG00000196504.15	PRPF40A	protein_coding	9536
ENSG00000177917.10	ARL6IP6	protein_coding	3349
ENSG00000177519.3	RPRM	protein_coding	1471
ENSG00000144278.14	GALNT13	protein_coding	6520
ENSG00000162989.4	KCNJ3	protein_coding	5067
ENSG00000153234.13	NR4A2	protein_coding	3967
ENSG00000115159.15	GPD2	protein_coding	7155
ENSG00000136542.8	GALNT5	protein_coding	6818
ENSG00000136541.14	ERMN	protein_coding	4393
ENSG00000115165.9	CYTIP	protein_coding	3428
ENSG00000123612.15	ACVR1C	protein_coding	9195
ENSG00000115170.13	ACVR1	protein_coding	3990
ENSG00000007001.12	UPP2	protein_coding	2957
ENSG00000153237.17	CCDC148	protein_coding	3790
ENSG00000144283.21	PKP4	protein_coding	9525
ENSG00000163331.11	DAPL1	protein_coding	1325
ENSG00000115183.14	TANC1	protein_coding	14884
ENSG00000196151.10	WDSUB1	protein_coding	2135
ENSG00000123636.17	BAZ2B	protein_coding	20370
ENSG00000136536.14	MARCH7	protein_coding	6288
ENSG00000241399.6	CD302	protein_coding	4075
ENSG00000248672.5	LY75-CD302	protein_coding	5650
ENSG00000054219.10	LY75	protein_coding	8798
ENSG00000153246.12	PLA2R1	protein_coding	15357
ENSG00000115221.10	ITGB6	protein_coding	6357
ENSG00000153250.19	RBMS1	protein_coding	11765
ENSG00000136560.13	TANK	protein_coding	5579
ENSG00000115233.11	PSMD14	protein_coding	7698
ENSG00000136535.14	TBR1	protein_coding	9600
ENSG00000144290.16	SLC4A10	protein_coding	7550
ENSG00000197635.9	DPP4	protein_coding	5009
ENSG00000115263.14	GCG	protein_coding	2387
ENSG00000078098.13	FAP	protein_coding	7003
ENSG00000115267.5	IFIH1	protein_coding	4528
ENSG00000115271.10	GCA	protein_coding	3664
ENSG00000184611.11	KCNH7	protein_coding	4974
ENSG00000182263.13	FIGN	protein_coding	9942
ENSG00000115290.9	GRB14	protein_coding	2958
ENSG00000082438.15	COBLL1	protein_coding	17178
ENSG00000169507.9	SLC38A11	protein_coding	5552
ENSG00000153253.16	SCN3A	protein_coding	9840
ENSG00000136531.15	SCN2A	protein_coding	23695
ENSG00000178662.15	CSRNP3	protein_coding	12565
ENSG00000115339.13	GALNT3	protein_coding	4686
ENSG00000123607.14	TTC21B	protein_coding	7538
ENSG00000144285.17	SCN1A	protein_coding	12140
ENSG00000169432.14	SCN9A	protein_coding	10364
ENSG00000136546.13	SCN7A	protein_coding	8196
ENSG00000163092.19	XIRP2	protein_coding	13031
ENSG00000172318.5	B3GALT1	protein_coding	5094
ENSG00000198648.10	STK39	protein_coding	4247
ENSG00000172292.14	CERS6	protein_coding	7241
ENSG00000163072.15	NOSTRIN	protein_coding	5248
ENSG00000152253.8	SPC25	protein_coding	1841
ENSG00000073734.8	ABCB11	protein_coding	5151
ENSG00000073737.16	DHRS9	protein_coding	3750
ENSG00000081479.12	LRP2	protein_coding	16260
ENSG00000163093.11	BBS5	protein_coding	4556
ENSG00000251569.1	RP11-724O16.1	protein_coding	1935
ENSG00000239474.6	KLHL41	protein_coding	2620
ENSG00000138399.17	FASTKD1	protein_coding	4451
ENSG00000138398.15	PPIG	protein_coding	7368
ENSG00000154479.12	CCDC173	protein_coding	2236
ENSG00000144362.11	PHOSPHO2	protein_coding	1488
ENSG00000213160.9	KLHL23	protein_coding	5509
ENSG00000138385.15	SSB	protein_coding	5113
ENSG00000138382.14	METTL5	protein_coding	2865
ENSG00000144357.16	UBR3	protein_coding	10063
ENSG00000071909.18	MYO3B	protein_coding	8236
ENSG00000204335.3	SP5	protein_coding	2060
ENSG00000204334.7	ERICH2	protein_coding	601
ENSG00000128683.13	GAD1	protein_coding	8242
ENSG00000115806.12	GORASP2	protein_coding	5340
ENSG00000198586.13	TLK1	protein_coding	9405
ENSG00000123600.19	METTL8	protein_coding	10074
ENSG00000115827.13	DCAF17	protein_coding	7657
ENSG00000071967.11	CYBRD1	protein_coding	5176
ENSG00000077380.15	DYNC1I2	protein_coding	4695
ENSG00000128708.12	HAT1	protein_coding	6790
ENSG00000115840.13	SLC25A12	protein_coding	5169
ENSG00000172878.13	METAP1D	protein_coding	4850
ENSG00000144355.14	DLX1	protein_coding	3656
ENSG00000115844.10	DLX2	protein_coding	2970
ENSG00000091409.14	ITGA6	protein_coding	6533
ENSG00000152256.13	PDK1	protein_coding	14883
ENSG00000091428.17	RAPGEF4	protein_coding	7129
ENSG00000091436.16	MAP3K20	protein_coding	13799
ENSG00000144354.13	CDCA7	protein_coding	3934
ENSG00000172845.14	SP3	protein_coding	10704
ENSG00000138430.15	OLA1	protein_coding	6100
ENSG00000217236.1	SP9	protein_coding	2554
ENSG00000138433.15	CIR1	protein_coding	3181
ENSG00000144306.14	SCRN3	protein_coding	4144
ENSG00000163328.13	GPR155	protein_coding	7769
ENSG00000115935.17	WIPF1	protein_coding	9121
ENSG00000138435.15	CHRNA1	protein_coding	4855
ENSG00000128656.13	CHN1	protein_coding	4971
ENSG00000115966.16	ATF2	protein_coding	5751
ENSG00000154518.9	ATP5G3	protein_coding	6780
ENSG00000144320.13	LNPK	protein_coding	9122
ENSG00000128714.5	HOXD13	protein_coding	2240
ENSG00000128713.13	HOXD11	protein_coding	2110
ENSG00000128710.5	HOXD10	protein_coding	2692
ENSG00000128709.12	HOXD9	protein_coding	1870
ENSG00000175879.8	HOXD8	protein_coding	2629
ENSG00000170166.5	HOXD4	protein_coding	1464
ENSG00000278500.1	AC009336.19	protein_coding	3521
ENSG00000128652.11	HOXD3	protein_coding	3548
ENSG00000128645.14	HOXD1	protein_coding	1975
ENSG00000128654.13	MTX2	protein_coding	1717
ENSG00000170144.20	HNRNPA3	protein_coding	6033
ENSG00000116044.15	NFE2L2	protein_coding	5979
ENSG00000196659.9	TTC30B	protein_coding	4017
ENSG00000018510.13	AGPS	protein_coding	8745
ENSG00000197557.6	TTC30A	protein_coding	5975
ENSG00000128655.16	PDE11A	protein_coding	12498
ENSG00000155636.14	RBM45	protein_coding	4784
ENSG00000079156.16	OSBPL6	protein_coding	11486
ENSG00000180228.12	PRKRA	protein_coding	3941
ENSG00000204311.12	DFNB59	protein_coding	2456
ENSG00000079150.17	FKBP7	protein_coding	3080
ENSG00000116095.10	PLEKHA3	protein_coding	14193
ENSG00000155657.26	TTN	protein_coding	118976
ENSG00000163492.14	CCDC141	protein_coding	12649
ENSG00000187231.13	SESTD1	protein_coding	11349
ENSG00000144331.18	ZNF385B	protein_coding	5310
ENSG00000163510.13	CWC22	protein_coding	3324
ENSG00000170035.15	UBE2E3	protein_coding	2973
ENSG00000115232.13	ITGA4	protein_coding	7901
ENSG00000188452.13	CERKL	protein_coding	4765
ENSG00000162992.3	NEUROD1	protein_coding	3312
ENSG00000138434.16	SSFA2	protein_coding	9582
ENSG00000150722.10	PPP1R1C	protein_coding	4887
ENSG00000115252.18	PDE1A	protein_coding	6322
ENSG00000077232.17	DNAJC10	protein_coding	21835
ENSG00000162998.4	FRZB	protein_coding	3162
ENSG00000061676.14	NCKAP1	protein_coding	22520
ENSG00000162999.12	DUSP19	protein_coding	5376
ENSG00000163002.12	NUP35	protein_coding	4046
ENSG00000170396.7	ZNF804A	protein_coding	4694
ENSG00000188738.14	FSIP2	protein_coding	23494
ENSG00000065548.17	ZC3H15	protein_coding	3125
ENSG00000138448.11	ITGAV	protein_coding	8211
ENSG00000144369.12	FAM171B	protein_coding	5826
ENSG00000064989.12	CALCRL	protein_coding	6144
ENSG00000003436.15	TFPI	protein_coding	11714
ENSG00000144366.15	GULP1	protein_coding	11979
ENSG00000174325.4	DIRC1	protein_coding	1037
ENSG00000168542.14	COL3A1	protein_coding	6811
ENSG00000204262.11	COL5A2	protein_coding	7156
ENSG00000115368.9	WDR75	protein_coding	5066
ENSG00000138449.10	SLC40A1	protein_coding	4330
ENSG00000138381.9	ASNSD1	protein_coding	2504
ENSG00000151687.14	ANKAR	protein_coding	5758
ENSG00000128694.11	OSGEPL1	protein_coding	3583
ENSG00000128699.13	ORMDL1	protein_coding	3958
ENSG00000064933.17	PMS1	protein_coding	5454
ENSG00000138379.4	MSTN	protein_coding	2822
ENSG00000187699.10	C2orf88	protein_coding	5997
ENSG00000198130.15	HIBCH	protein_coding	7438
ENSG00000151689.12	INPP1	protein_coding	3676
ENSG00000151690.14	MFSD6	protein_coding	6031
ENSG00000189362.11	NEMP2	protein_coding	6521
ENSG00000138386.16	NAB1	protein_coding	4887
ENSG00000115419.12	GLS	protein_coding	9827
ENSG00000115415.18	STAT1	protein_coding	6053
ENSG00000138378.17	STAT4	protein_coding	4250
ENSG00000128641.18	MYO1B	protein_coding	9533
ENSG00000173559.12	NABP1	protein_coding	13806
ENSG00000168497.4	SDPR	protein_coding	3229
ENSG00000144339.11	TMEFF2	protein_coding	6632
ENSG00000196950.13	SLC39A10	protein_coding	6917
ENSG00000118997.13	DNAH7	protein_coding	21324
ENSG00000081320.10	STK17B	protein_coding	6580
ENSG00000138411.10	HECW2	protein_coding	12692
ENSG00000144395.17	CCDC150	protein_coding	9683
ENSG00000119041.10	GTF3C3	protein_coding	7105
ENSG00000187944.2	C2orf66	protein_coding	1669
ENSG00000197121.14	PGAP1	protein_coding	12761
ENSG00000065413.18	ANKRD44	protein_coding	10839
ENSG00000115524.15	SF3B1	protein_coding	9164
ENSG00000115520.8	COQ10B	protein_coding	2722
ENSG00000115541.10	HSPE1	protein_coding	1977
ENSG00000144381.16	HSPD1	protein_coding	4245
ENSG00000270757.1	HSPE1-MOB4	protein_coding	890
ENSG00000115540.14	MOB4	protein_coding	4296
ENSG00000162944.10	RFTN2	protein_coding	6007
ENSG00000247626.4	MARS2	protein_coding	3019
ENSG00000152430.17	BOLL	protein_coding	4004
ENSG00000115896.15	PLCL1	protein_coding	8013
ENSG00000119042.16	SATB2	protein_coding	10958
ENSG00000226124.6	FTCDNL1	protein_coding	2708
ENSG00000162971.10	TYW5	protein_coding	10496
ENSG00000178074.5	C2orf69	protein_coding	4296
ENSG00000162972.10	MAIP1	protein_coding	1624
ENSG00000196141.13	SPATS2L	protein_coding	10437
ENSG00000155729.12	KCTD18	protein_coding	4915
ENSG00000163535.17	SGO2	protein_coding	6022
ENSG00000138356.13	AOX1	protein_coding	5556
ENSG00000082153.17	BZW1	protein_coding	8085
ENSG00000013441.15	CLK1	protein_coding	5170
ENSG00000240344.8	PPIL3	protein_coding	2914
ENSG00000196290.14	NIF3L1	protein_coding	1985
ENSG00000115942.8	ORC2	protein_coding	5835
ENSG00000155744.9	FAM126B	protein_coding	12810
ENSG00000119013.8	NDUFB3	protein_coding	1103
ENSG00000003402.19	CFLAR	protein_coding	22529
ENSG00000003400.14	CASP10	protein_coding	7598
ENSG00000064012.21	CASP8	protein_coding	7243
ENSG00000155749.12	ALS2CR12	protein_coding	2635
ENSG00000115993.12	TRAK2	protein_coding	7595
ENSG00000082146.12	STRADB	protein_coding	3242
ENSG00000155754.14	ALS2CR11	protein_coding	6815
ENSG00000155755.18	TMEM237	protein_coding	7647
ENSG00000003393.14	ALS2	protein_coding	10384
ENSG00000138395.14	CDK15	protein_coding	6141
ENSG00000155760.2	FZD7	protein_coding	3859
ENSG00000182329.12	KIAA2012	protein_coding	7943
ENSG00000116030.16	SUMO1	protein_coding	2164
ENSG00000055044.10	NOP58	protein_coding	3299
ENSG00000204217.13	BMPR2	protein_coding	11900
ENSG00000138439.11	FAM117B	protein_coding	5986
ENSG00000163596.16	ICA1L	protein_coding	10598
ENSG00000138380.17	CARF	protein_coding	8636
ENSG00000138442.9	WDR12	protein_coding	9098
ENSG00000144426.18	NBEAL1	protein_coding	16376
ENSG00000119004.15	CYP20A1	protein_coding	3079
ENSG00000138443.15	ABI2	protein_coding	23331
ENSG00000173166.17	RAPH1	protein_coding	11697
ENSG00000178562.17	CD28	protein_coding	4885
ENSG00000163599.14	CTLA4	protein_coding	2120
ENSG00000163600.12	ICOS	protein_coding	2645
ENSG00000116117.17	PARD3B	protein_coding	10382
ENSG00000118257.16	NRP2	protein_coding	13896
ENSG00000114933.15	INO80D	protein_coding	14373
ENSG00000023228.13	NDUFS1	protein_coding	12268
ENSG00000114942.13	EEF1B2	protein_coding	1915
ENSG00000183671.12	GPR1	protein_coding	2834
ENSG00000204186.7	ZDBF2	protein_coding	10340
ENSG00000114948.12	ADAM23	protein_coding	6421
ENSG00000138400.12	MDH1B	protein_coding	3110
ENSG00000118246.13	FASTKD2	protein_coding	6079
ENSG00000144410.4	CPO	protein_coding	1209
ENSG00000118263.14	KLF7	protein_coding	9262
ENSG00000118260.14	CREB1	protein_coding	9575
ENSG00000144401.14	METTL21A	protein_coding	6798
ENSG00000163249.11	CCNYL1	protein_coding	4707
ENSG00000163251.3	FZD5	protein_coding	6708
ENSG00000178385.14	PLEKHM3	protein_coding	11671
ENSG00000138413.13	IDH1	protein_coding	4721
ENSG00000115020.16	PIKFYVE	protein_coding	10832
ENSG00000144407.9	PTH2R	protein_coding	4390
ENSG00000078018.19	MAP2	protein_coding	11559
ENSG00000144406.18	UNC80	protein_coding	19258
ENSG00000197713.14	RPE	protein_coding	3522
ENSG00000144445.16	KANSL1L	protein_coding	8491
ENSG00000115361.7	ACADL	protein_coding	4383
ENSG00000168530.15	MYL1	protein_coding	1342
ENSG00000115365.11	LANCL1	protein_coding	5254
ENSG00000021826.14	CPS1	protein_coding	10444
ENSG00000178568.14	ERBB4	protein_coding	13015
ENSG00000030419.16	IKZF2	protein_coding	12240
ENSG00000144451.18	SPAG16	protein_coding	8257
ENSG00000174453.9	VWC2L	protein_coding	5230
ENSG00000138376.10	BARD1	protein_coding	6067
ENSG00000144452.14	ABCA12	protein_coding	9416
ENSG00000138363.14	ATIC	protein_coding	3928
ENSG00000115414.18	FN1	protein_coding	17315
ENSG00000118242.15	MREG	protein_coding	3056
ENSG00000115425.13	PECR	protein_coding	3182
ENSG00000163449.10	TMEM169	protein_coding	3628
ENSG00000079246.15	XRCC5	protein_coding	5463
ENSG00000144583.4	MARCH4	protein_coding	4447
ENSG00000138375.12	SMARCAL1	protein_coding	5092
ENSG00000197756.9	RPL37A	protein_coding	6841
ENSG00000115457.9	IGFBP2	protein_coding	4767
ENSG00000115461.4	IGFBP5	protein_coding	6442
ENSG00000231672.6	DIRC3	protein_coding	4665
ENSG00000079308.16	TNS1	protein_coding	15595
ENSG00000188282.12	RUFY4	protein_coding	4357
ENSG00000180871.7	CXCR2	protein_coding	3231
ENSG00000163464.7	CXCR1	protein_coding	2488
ENSG00000163466.15	ARPC2	protein_coding	6562
ENSG00000179921.14	GPBAR1	protein_coding	2692
ENSG00000127837.9	AAMP	protein_coding	3140
ENSG00000135926.14	TMBIM1	protein_coding	5098
ENSG00000127838.13	PNKD	protein_coding	5184
ENSG00000158428.3	CATIP	protein_coding	3821
ENSG00000018280.16	SLC11A1	protein_coding	8676
ENSG00000144579.7	CTDSP1	protein_coding	4727
ENSG00000127831.10	VIL1	protein_coding	6920
ENSG00000135913.10	USP37	protein_coding	9290
ENSG00000144580.13	CNOT9	protein_coding	5289
ENSG00000115556.13	PLCD4	protein_coding	5867
ENSG00000115568.15	ZNF142	protein_coding	6994
ENSG00000074582.12	BCS1L	protein_coding	3379
ENSG00000163481.7	RNF25	protein_coding	2323
ENSG00000163482.11	STK36	protein_coding	6458
ENSG00000135912.10	TTLL4	protein_coding	7685
ENSG00000135929.8	CYP27A1	protein_coding	2983
ENSG00000115592.11	PRKAG3	protein_coding	3334
ENSG00000115596.3	WNT6	protein_coding	1703
ENSG00000135925.8	WNT10A	protein_coding	3412
ENSG00000171450.5	CDK5R2	protein_coding	2508
ENSG00000163497.2	FEV	protein_coding	2049
ENSG00000163499.11	CRYBA2	protein_coding	1454
ENSG00000181378.13	CFAP65	protein_coding	10519
ENSG00000163501.6	IHH	protein_coding	2023
ENSG00000187736.12	NHEJ1	protein_coding	3109
ENSG00000213901.10	SLC23A3	protein_coding	3601
ENSG00000280537.2	RP11-33O4.2	protein_coding	4650
ENSG00000115649.15	CNPPD1	protein_coding	2760
ENSG00000144567.10	FAM134A	protein_coding	5689
ENSG00000158552.12	ZFAND2B	protein_coding	3396
